S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
18251,08/04/2021,Sikkim,6317,95,6086,136
18252,09/04/2021,Sikkim,6323,97,6090,136
18253,10/04/2021,Sikkim,6329,101,6092,136
18254,11/04/2021,Sikkim,6351,116,6099,136
18255,12/04/2021,Sikkim,6405,169,6100,136
18256,13/04/2021,Sikkim,6410,161,6113,136
18257,14/04/2021,Sikkim,6435,175,6124,136
18258,15/04/2021,Sikkim,6456,193,6127,136
18259,16/04/2021,Sikkim,6497,229,6132,136
18260,17/04/2021,Sikkim,6519,241,6142,136
18261,18/04/2021,Sikkim,6591,305,6150,136
18262,19/04/2021,Sikkim,6696,399,6161,136
18263,20/04/2021,Sikkim,6705,404,6165,136
18264,21/04/2021,Sikkim,6796,488,6172,136
18265,22/04/2021,Sikkim,6846,536,6174,136
18266,23/04/2021,Sikkim,6970,640,6193,137
18267,24/04/2021,Sikkim,7037,693,6207,137
18268,25/04/2021,Sikkim,7158,798,6223,137
18269,26/04/2021,Sikkim,7306,934,6234,138
18270,27/04/2021,Sikkim,7329,928,6261,140
18271,28/04/2021,Sikkim,7426,982,6302,142
18272,29/04/2021,Sikkim,7577,1106,6328,143
18273,30/04/2021,Sikkim,7747,1247,6354,146
18274,01/05/2021,Sikkim,7952,1432,6373,147
18275,02/05/2021,Sikkim,8211,1647,6416,148
18276,03/05/2021,Sikkim,8441,1808,6484,149
18277,04/05/2021,Sikkim,8468,1723,6595,150
18278,05/05/2021,Sikkim,8698,1930,6617,151
18279,06/05/2021,Sikkim,8919,2050,6714,155
18280,07/05/2021,Sikkim,9183,2256,6769,158
18281,08/05/2021,Sikkim,9451,2398,6893,160
18282,09/05/2021,Sikkim,9651,2528,6958,165
18283,10/05/2021,Sikkim,9878,2637,7074,167
18284,11/05/2021,Sikkim,9924,2540,7215,169
18285,12/05/2021,Sikkim,10165,2739,7249,177
18286,13/05/2021,Sikkim,10392,2866,7343,183
18287,14/05/2021,Sikkim,10392,2866,7343,183
18288,15/05/2021,Sikkim,10623,2946,7485,192
18289,16/05/2021,Sikkim,11070,3010,7857,203
18290,17/05/2021,Sikkim,11410,3096,8109,205
18291,18/05/2021,Sikkim,11480,2937,8333,210
18292,19/05/2021,Sikkim,11689,3050,8427,212
18293,20/05/2021,Sikkim,11955,3092,8649,214
18294,21/05/2021,Sikkim,12204,3122,8865,217
18295,22/05/2021,Sikkim,12521,3175,9126,220
18296,23/05/2021,Sikkim,12808,3194,9393,221
18297,24/05/2021,Sikkim,13132,3317,9591,224
18298,25/05/2021,Sikkim,13233,3184,9817,232
18299,26/05/2021,Sikkim,13511,3370,9904,237
18300,27/05/2021,Sikkim,13806,3422,10145,239
18301,28/05/2021,Sikkim,14214,3604,10370,240
18302,30/05/2021,Sikkim,14907,3831,10829,247
18303,31/05/2021,Sikkim,15171,3961,10960,250
18304,01/06/2021,Sikkim,15317,4021,11043,253
18305,02/06/2021,Sikkim,15626,3992,11377,257
18306,03/06/2021,Sikkim,15876,4103,11513,260
18307,04/06/2021,Sikkim,16165,4184,11718,263
18308,05/06/2021,Sikkim,16518,4250,12002,266
18309,06/06/2021,Sikkim,16771,4218,12285,268
18310,07/06/2021,Sikkim,17111,4306,12532,273
18311,08/06/2021,Sikkim,17170,4051,12846,273
18312,09/06/2021,Sikkim,17425,4018,13132,275
18313,10/06/2021,Sikkim,17656,3869,13511,276
18314,11/06/2021,Sikkim,17943,4040,13624,279
18315,12/06/2021,Sikkim,18090,3908,13901,281
18316,13/06/2021,Sikkim,18257,3783,14193,281
18317,14/06/2021,Sikkim,18414,3553,14580,281
18318,15/06/2021,Sikkim,18450,3306,14863,281
18319,16/06/2021,Sikkim,18659,3239,15136,284
18320,17/06/2021,Sikkim,18806,2965,15556,285
18321,18/06/2021,Sikkim,18896,2907,15702,287
18322,19/06/2021,Sikkim,19058,2900,15868,290
18323,20/06/2021,Sikkim,19209,2751,16167,291
18324,21/06/2021,Sikkim,19296,2697,16306,293
18325,22/06/2021,Sikkim,19321,2448,16580,293
18326,23/06/2021,Sikkim,19458,2430,16732,296
18327,25/06/2021,Sikkim,19681,2282,17101,298
18328,26/06/2021,Sikkim,19811,2255,17257,299
18329,27/06/2021,Sikkim,19941,2170,17470,301
18330,28/06/2021,Sikkim,20111,2137,17673,301
18331,29/06/2021,Sikkim,20182,2027,17851,304
18332,30/06/2021,Sikkim,20324,2065,17954,305
18333,01/07/2021,Sikkim,20544,2023,18214,307
18334,02/07/2021,Sikkim,20666,2107,18251,308
18335,03/07/2021,Sikkim,20777,2062,18407,308
18336,04/07/2021,Sikkim,20955,2058,18589,308
18337,05/07/2021,Sikkim,21131,2101,18722,308
18338,06/07/2021,Sikkim,21226,1869,19048,309
18339,07/07/2021,Sikkim,21403,1894,19200,309
18340,08/07/2021,Sikkim,21573,1975,19287,311
18341,09/07/2021,Sikkim,21795,2144,19339,312
18342,10/07/2021,Sikkim,21965,2177,19476,312
18343,11/07/2021,Sikkim,22163,2244,19606,313
18344,12/07/2021,Sikkim,22307,2267,19725,315
18345,13/07/2021,Sikkim,22397,2225,19855,317
18346,14/07/2021,Sikkim,22623,2281,20025,317
18347,15/07/2021,Sikkim,22792,2279,20196,317
18348,16/07/2021,Sikkim,22929,2322,20289,318
18349,17/07/2021,Sikkim,23080,2320,20441,319
18350,18/07/2021,Sikkim,23237,2256,20660,321
18351,19/07/2021,Sikkim,23392,2308,20760,324
18352,21/07/2021,Sikkim,23796,2462,21009,325
18353,22/07/2021,Sikkim,24047,2616,21105,326
18354,26/07/2021,Sikkim,25160,3017,21813,330
18355,27/07/2021,Sikkim,25339,2970,22038,331
18356,28/07/2021,Sikkim,25616,3075,22208,333
18357,29/07/2021,Sikkim,25856,3117,22406,333
18358,30/07/2021,Sikkim,26132,3297,22498,337
18359,31/07/2021,Sikkim,26311,3302,22667,342
18360,01/08/2021,Sikkim,26548,3400,22804,344
18361,02/08/2021,Sikkim,26754,3454,22955,345
18362,03/08/2021,Sikkim,26880,3323,23211,346
18363,04/08/2021,Sikkim,27125,3401,23376,348
18364,05/08/2021,Sikkim,27342,3404,23589,349
18365,06/08/2021,Sikkim,27526,3370,23805,351
18366,07/08/2021,Sikkim,27652,3250,24050,352
18367,08/08/2021,Sikkim,27746,3090,24301,355
18368,09/08/2021,Sikkim,27860,2908,24597,355
18369,10/08/2021,Sikkim,27908,2731,24822,355
18370,11/08/2021,Sikkim,28018,2567,25095,356
18371,12/08/2021,Sikkim,28175,2543,25273,359
18372,13/08/2021,Sikkim,28275,2398,25517,360
18373,14/08/2021,Sikkim,28425,2345,25720,360
18374,15/08/2021,Sikkim,28554,2256,25937,361
18375,16/08/2021,Sikkim,28706,2195,26150,361
18376,17/08/2021,Sikkim,28726,2068,26297,361
18377,18/08/2021,Sikkim,28830,1982,26485,363
18378,19/08/2021,Sikkim,28981,1859,26759,363
18379,20/08/2021,Sikkim,29075,1806,26905,364
18380,21/08/2021,Sikkim,29157,1706,27087,364
18381,22/08/2021,Sikkim,29244,1630,27250,364
18382,23/08/2021,Sikkim,29314,1583,27366,365
18383,24/08/2021,Sikkim,29340,1507,27466,367
18384,25/08/2021,Sikkim,29477,1548,27562,367
18385,26/08/2021,Sikkim,29524,1415,27742,367
18386,27/08/2021,Sikkim,29597,1409,27821,367
18387,28/08/2021,Sikkim,29639,1342,27929,368
18388,29/08/2021,Sikkim,29729,1333,28027,369
18389,30/08/2021,Sikkim,29809,1222,28218,369
18390,31/08/2021,Sikkim,29841,1186,28285,370
18391,01/09/2021,Sikkim,29878,1094,28414,370
18392,02/09/2021,Sikkim,29954,1039,28545,370
18393,03/09/2021,Sikkim,30025,1055,28599,371
18394,04/09/2021,Sikkim,30070,989,28708,373
18395,05/09/2021,Sikkim,30163,983,28807,373
18396,06/09/2021,Sikkim,30242,967,28902,373
18397,07/09/2021,Sikkim,30384,862,29146,376
18398,08/09/2021,Sikkim,30330,859,29095,376
18399,09/09/2021,Sikkim,30384,862,29146,376
18400,10/09/2021,Sikkim,30384,862,29146,376
18401,11/09/2021,Sikkim,30384,862,29146,376
18402,12/09/2021,Sikkim,30565,863,29325,377
18403,13/09/2021,Sikkim,30624,836,29411,377
18404,14/09/2021,Sikkim,30650,809,29464,377
18405,15/09/2021,Sikkim,30696,777,29541,378
18406,16/09/2021,Sikkim,30738,747,29612,379
18407,18/09/2021,Sikkim,30839,756,29704,379
18408,19/09/2021,Sikkim,30893,728,29786,379
18409,20/09/2021,Sikkim,30955,713,29863,379
18410,21/09/2021,Sikkim,30971,654,29937,380
18411,22/09/2021,Sikkim,31014,627,30007,380
18412,23/09/2021,Sikkim,31074,642,30051,381
18413,24/09/2021,Sikkim,31136,644,30110,382
18414,25/09/2021,Sikkim,31198,651,30164,383
18415,26/09/2021,Sikkim,31226,617,30224,385
18416,27/09/2021,Sikkim,31266,612,30268,386
18417,28/09/2021,Sikkim,31291,601,30303,387
18418,29/09/2021,Sikkim,31355,601,30367,387
18419,30/09/2021,Sikkim,31412,600,30425,387
18420,01/10/2021,Sikkim,31451,611,30453,387
18421,02/10/2021,Sikkim,31482,618,30477,387
18422,03/10/2021,Sikkim,31507,602,30517,388
18423,04/10/2021,Sikkim,31525,493,30644,388
18424,05/10/2021,Sikkim,31537,450,30699,388
18425,06/10/2021,Sikkim,31561,421,30752,388
18426,07/10/2021,Sikkim,31585,383,30814,388
18427,08/10/2021,Sikkim,31603,367,30848,388
18428,09/10/2021,Sikkim,31636,326,30922,388
18429,10/10/2021,Sikkim,31654,278,30988,388
18430,11/10/2021,Sikkim,31667,268,31011,388
18431,12/10/2021,Sikkim,31677,235,31054,388
18432,13/10/2021,Sikkim,31698,224,31085,389
18433,14/10/2021,Sikkim,31716,225,31101,390
18434,15/10/2021,Sikkim,31722,224,31108,390
18435,16/10/2021,Sikkim,31739,189,31159,391
18436,17/10/2021,Sikkim,31745,182,31172,391
18437,18/10/2021,Sikkim,31749,174,31184,391
18438,19/10/2021,Sikkim,31756,165,31200,391
18439,20/10/2021,Sikkim,31783,181,31210,392
18440,21/10/2021,Sikkim,31800,175,31232,393
18441,22/10/2021,Sikkim,31819,185,31241,393
18442,23/10/2021,Sikkim,31842,183,31266,393
18443,24/10/2021,Sikkim,31868,195,31279,394
18444,25/10/2021,Sikkim,31900,200,31306,394
18445,26/10/2021,Sikkim,31904,181,31329,394
18446,27/10/2021,Sikkim,31912,176,31341,395
18447,28/10/2021,Sikkim,31925,177,31353,395
18448,29/10/2021,Sikkim,31939,178,31366,395
18449,30/10/2021,Sikkim,31948,176,31377,395
18450,31/10/2021,Sikkim,31958,183,31380,395
18451,01/11/2021,Sikkim,31979,195,31388,396
18452,02/11/2021,Sikkim,31984,179,31409,396
18453,04/11/2021,Sikkim,32010,179,31433,398
18454,05/11/2021,Sikkim,32019,174,31447,398
18455,06/11/2021,Sikkim,32030,168,31464,398
18456,07/11/2021,Sikkim,32039,153,31487,399
18457,08/11/2021,Sikkim,32042,135,31508,399
18458,09/11/2021,Sikkim,32046,125,31521,400
18459,10/11/2021,Sikkim,32058,122,31536,400
18460,11/11/2021,Sikkim,32074,124,31550,400
18461,12/11/2021,Sikkim,32080,126,31554,400
18462,14/11/2021,Sikkim,32096,121,31575,400
18463,15/11/2021,Sikkim,32101,120,31581,400
18464,16/11/2021,Sikkim,32101,115,31585,401
18465,17/11/2021,Sikkim,32108,117,31590,401
18466,18/11/2021,Sikkim,32120,111,31608,401
18467,19/11/2021,Sikkim,31621,-402,31621,402
18468,20/11/2021,Sikkim,32147,114,31630,403
18469,22/11/2021,Sikkim,32169,123,31643,403
18470,23/11/2021,Sikkim,32171,116,31652,403
18471,24/11/2021,Sikkim,32176,115,31658,403
18472,25/11/2021,Sikkim,32179,114,31662,403
18473,26/11/2021,Sikkim,32198,125,31670,403
18474,27/11/2021,Sikkim,32207,119,31685,403
18475,28/11/2021,Sikkim,32211,114,31694,403
18476,29/11/2021,Sikkim,32228,127,31698,403
18477,30/11/2021,Sikkim,32233,121,31709,403
18478,01/12/2021,Sikkim,32242,124,31715,403
18479,02/12/2021,Sikkim,32252,127,31722,403
18480,12/03/2020,State assignment pending,0,0,0,0
18481,13/03/2020,State assignment pending,0,0,0,0
18482,14/03/2020,State assignment pending,0,0,0,0
18483,15/03/2020,State assignment pending,0,0,0,0
18484,16/03/2020,State assignment pending,0,0,0,0
18485,17/03/2020,State assignment pending,0,0,0,0
18486,18/03/2020,State assignment pending,0,0,0,0
18487,19/03/2020,State assignment pending,0,0,0,0
18488,20/03/2020,State assignment pending,0,0,0,0
18489,21/03/2020,State assignment pending,0,0,0,0
18490,22/03/2020,State assignment pending,0,0,0,0
18491,23/03/2020,State assignment pending,0,0,0,0
18492,24/03/2020,State assignment pending,0,0,0,0
18493,25/03/2020,State assignment pending,0,0,0,0
18494,26/03/2020,State assignment pending,0,0,0,0
18495,27/03/2020,State assignment pending,0,0,0,0
18496,28/03/2020,State assignment pending,0,0,0,0
18497,29/03/2020,State assignment pending,0,0,0,0
18498,30/03/2020,State assignment pending,0,0,0,0
18499,31/03/2020,State assignment pending,38,38,0,0
18500,03/04/2020,State assignment pending,18,18,,
18501,01/05/2020,State assignment pending,291,291,0,0
18502,02/05/2020,State assignment pending,179,179,0,0
18503,03/05/2020,State assignment pending,124,124,0,0
18504,16/05/2020,State assignment pending,230,230,0,0
18505,17/05/2020,State assignment pending,290,290,0,0
18506,18/05/2020,State assignment pending,410,410,0,0
18507,19/05/2020,State assignment pending,814,814,0,0
18508,20/05/2020,State assignment pending,1096,1096,0,0
18509,21/05/2020,State assignment pending,1403,1403,0,0
18510,22/05/2020,State assignment pending,1620,1620,0,0
18511,23/05/2020,State assignment pending,1899,1899,0,0
18512,24/05/2020,State assignment pending,2338,2338,0,0
18513,25/05/2020,State assignment pending,2642,2642,0,0
18514,26/05/2020,State assignment pending,2970,2970,0,0
18515,27/05/2020,State assignment pending,4013,4013,0,0
18516,28/05/2020,State assignment pending,4332,4332,0,0
18517,29/05/2020,State assignment pending,4673,4673,0,0
18518,30/05/2020,State assignment pending,5043,5043,0,0
18519,31/05/2020,State assignment pending,5491,5491,0,0
18520,01/06/2020,State assignment pending,5630,5630,0,0
18521,02/06/2020,State assignment pending,6414,6414,0,0
18522,03/06/2020,State assignment pending,7123,7123,0,0
18523,04/06/2020,State assignment pending,7483,7483,0,0
18524,05/06/2020,State assignment pending,7610,7610,0,0
18525,06/06/2020,State assignment pending,8192,8192,0,0
18526,07/06/2020,State assignment pending,8605,8605,0,0
18527,08/06/2020,State assignment pending,9189,9189,0,0
18528,09/06/2020,State assignment pending,8803,8803,0,0
18529,10/06/2020,State assignment pending,9227,9227,0,0
18530,11/06/2020,State assignment pending,8931,8931,0,0
18531,12/06/2020,State assignment pending,8315,8315,0,0
18532,13/06/2020,State assignment pending,7984,7984,0,0
18533,14/06/2020,State assignment pending,7436,7436,0,0
18534,15/06/2020,State assignment pending,6972,6972,0,0
18535,16/06/2020,State assignment pending,7684,7684,0,0
18536,17/06/2020,State assignment pending,8273,8273,0,0
18537,18/06/2020,State assignment pending,8703,8703,0,0
18538,19/06/2020,State assignment pending,8927,8927,0,0
18539,20/06/2020,State assignment pending,9265,9265,0,0
18540,21/06/2020,State assignment pending,9127,9127,0,0
18541,22/06/2020,State assignment pending,7832,7832,0,0
18542,23/06/2020,State assignment pending,8015,8015,0,0
18543,24/06/2020,State assignment pending,8141,8141,0,0
18544,25/06/2020,State assignment pending,8493,8493,0,0
18545,26/06/2020,State assignment pending,8123,8123,0,0
18546,27/06/2020,State assignment pending,8023,8023,0,0
18547,28/06/2020,State assignment pending,7839,7839,0,0
18548,29/06/2020,State assignment pending,7285,7285,0,0
18549,30/06/2020,State assignment pending,7004,7004,0,0
18550,01/07/2020,State assignment pending,6915,6915,0,0
18551,02/07/2020,State assignment pending,6832,6832,0,0
18552,03/07/2020,State assignment pending,6031,6031,0,0
18553,04/07/2020,State assignment pending,4999,4999,0,0
18554,05/07/2020,State assignment pending,4629,4629,0,0
18555,06/07/2020,State assignment pending,4913,4913,0,0
18556,07/07/2020,State assignment pending,5034,5034,0,0
18557,08/07/2020,State assignment pending,5018,5018,0,0
18558,09/07/2020,State assignment pending,4385,4385,0,0
18559,10/07/2020,State assignment pending,4161,4161,0,0
18560,11/07/2020,State assignment pending,3416,3416,0,0
18561,12/07/2020,State assignment pending,3024,3024,0,0
18562,13/07/2020,State assignment pending,2358,2358,0,0
18563,14/07/2020,State assignment pending,2179,2179,0,0
18564,15/07/2020,State assignment pending,1524,1524,0,0
18565,16/07/2020,State assignment pending,1285,1285,0,0
18566,17/07/2020,State assignment pending,531,531,0,0
18567,18/07/2020,State assignment pending,163,163,0,0
18568,01/01/1970,Tamil Nadu,2700593,11850,2652660,36083
18569,12/03/2020,Tamil Nadu,1,1,0,0
18570,13/03/2020,Tamil Nadu,1,1,0,0
18571,14/03/2020,Tamil Nadu,1,1,0,0
18572,15/03/2020,Tamil Nadu,1,1,0,0
18573,16/03/2020,Tamil Nadu,1,1,0,0
18574,17/03/2020,Tamil Nadu,1,1,0,0
18575,18/03/2020,Tamil Nadu,1,1,0,0
18576,19/03/2020,Tamil Nadu,2,1,1,0
18577,20/03/2020,Tamil Nadu,3,2,1,0
18578,21/03/2020,Tamil Nadu,3,2,1,0
18579,22/03/2020,Tamil Nadu,7,6,1,0
18580,23/03/2020,Tamil Nadu,9,8,1,0
18581,24/03/2020,Tamil Nadu,12,11,1,0
18582,25/03/2020,Tamil Nadu,15,14,1,0
18583,26/03/2020,Tamil Nadu,26,24,1,1
18584,27/03/2020,Tamil Nadu,29,27,1,1
18585,28/03/2020,Tamil Nadu,40,37,2,1
18586,29/03/2020,Tamil Nadu,42,39,2,1
18587,30/03/2020,Tamil Nadu,50,45,4,1
18588,31/03/2020,Tamil Nadu,74,69,4,1
18589,01/04/2020,Tamil Nadu,124,119,4,1
18590,02/04/2020,Tamil Nadu,234,227,6,1
18591,03/04/2020,Tamil Nadu,309,302,6,1
18592,04/04/2020,Tamil Nadu,411,404,6,1
18593,05/04/2020,Tamil Nadu,485,476,6,3
18594,06/04/2020,Tamil Nadu,571,558,8,5
18595,07/04/2020,Tamil Nadu,621,608,8,5
18596,08/04/2020,Tamil Nadu,690,664,19,7
18597,09/04/2020,Tamil Nadu,738,709,21,8
18598,10/04/2020,Tamil Nadu,834,805,21,8
18599,11/04/2020,Tamil Nadu,911,859,44,8
18600,12/04/2020,Tamil Nadu,969,915,44,10
18601,13/04/2020,Tamil Nadu,1075,1014,50,11
18602,14/04/2020,Tamil Nadu,1173,1104,58,11
18603,15/04/2020,Tamil Nadu,1204,1111,81,12
18604,16/04/2020,Tamil Nadu,1242,1110,118,14
18605,17/04/2020,Tamil Nadu,1267,1072,180,15
18606,18/04/2020,Tamil Nadu,1323,1025,283,15
18607,19/04/2020,Tamil Nadu,1372,992,365,15
18608,20/04/2020,Tamil Nadu,1477,1051,411,15
18609,21/04/2020,Tamil Nadu,1520,1046,457,17
18610,22/04/2020,Tamil Nadu,1596,943,635,18
18611,23/04/2020,Tamil Nadu,1629,949,662,18
18612,24/04/2020,Tamil Nadu,1683,911,752,20
18613,25/04/2020,Tamil Nadu,1755,867,866,22
18614,26/04/2020,Tamil Nadu,1821,838,960,23
18615,27/04/2020,Tamil Nadu,1885,841,1020,24
18616,28/04/2020,Tamil Nadu,1937,812,1101,24
18617,29/04/2020,Tamil Nadu,2058,865,1168,25
18618,30/04/2020,Tamil Nadu,2162,925,1210,27
18619,01/05/2020,Tamil Nadu,2323,1038,1258,27
18620,02/05/2020,Tamil Nadu,2526,1186,1312,28
18621,03/05/2020,Tamil Nadu,2757,1387,1341,29
18622,04/05/2020,Tamil Nadu,3023,1614,1379,30
18623,05/05/2020,Tamil Nadu,3550,2110,1409,31
18624,06/05/2020,Tamil Nadu,4058,2540,1485,33
18625,07/05/2020,Tamil Nadu,4829,3278,1516,35
18626,08/05/2020,Tamil Nadu,5409,3825,1547,37
18627,09/05/2020,Tamil Nadu,6009,4364,1605,40
18628,10/05/2020,Tamil Nadu,6535,4667,1824,44
18629,11/05/2020,Tamil Nadu,7204,5198,1959,47
18630,12/05/2020,Tamil Nadu,8002,5898,2051,53
18631,13/05/2020,Tamil Nadu,8718,6523,2134,61
18632,14/05/2020,Tamil Nadu,9227,6987,2176,64
18633,15/05/2020,Tamil Nadu,9674,7368,2240,66
18634,16/05/2020,Tamil Nadu,10108,7438,2599,71
18635,17/05/2020,Tamil Nadu,10585,6973,3538,74
18636,18/05/2020,Tamil Nadu,11224,6974,4172,78
18637,19/05/2020,Tamil Nadu,11760,7273,4406,81
18638,20/05/2020,Tamil Nadu,12448,7469,4895,84
18639,21/05/2020,Tamil Nadu,13191,7222,5882,87
18640,22/05/2020,Tamil Nadu,13967,7591,6282,94
18641,23/05/2020,Tamil Nadu,14753,7527,7128,98
18642,24/05/2020,Tamil Nadu,15512,7918,7491,103
18643,25/05/2020,Tamil Nadu,16277,7842,8324,111
18644,26/05/2020,Tamil Nadu,17082,8233,8731,118
18645,27/05/2020,Tamil Nadu,17728,8259,9342,127
18646,28/05/2020,Tamil Nadu,18545,8503,9909,133
18647,29/05/2020,Tamil Nadu,19372,8679,10548,145
18648,30/05/2020,Tamil Nadu,20246,8779,11313,154
18649,31/05/2020,Tamil Nadu,21184,9024,12000,160
18650,01/06/2020,Tamil Nadu,22333,9403,12757,173
18651,02/06/2020,Tamil Nadu,23495,10141,13170,184
18652,03/06/2020,Tamil Nadu,24586,10683,13706,197
18653,04/06/2020,Tamil Nadu,25872,11348,14316,208
18654,05/06/2020,Tamil Nadu,27256,12134,14902,220
18655,06/06/2020,Tamil Nadu,28694,12700,15762,232
18656,07/06/2020,Tamil Nadu,30152,13506,16395,251
18657,08/06/2020,Tamil Nadu,31667,14399,16999,269
18658,09/06/2020,Tamil Nadu,33229,15416,17527,286
18659,10/06/2020,Tamil Nadu,34914,16282,18325,307
18660,11/06/2020,Tamil Nadu,36841,17182,19333,326
18661,12/06/2020,Tamil Nadu,38716,17662,20705,349
18662,13/06/2020,Tamil Nadu,40698,18284,22047,367
18663,14/06/2020,Tamil Nadu,42687,18881,23409,397
18664,15/06/2020,Tamil Nadu,44661,19679,24547,435
18665,16/06/2020,Tamil Nadu,46504,20681,25344,479
18666,17/06/2020,Tamil Nadu,48019,20709,26782,528
18667,18/06/2020,Tamil Nadu,50193,21993,27624,576
18668,19/06/2020,Tamil Nadu,52334,23068,28641,625
18669,20/06/2020,Tamil Nadu,54449,23512,30271,666
18670,21/06/2020,Tamil Nadu,56845,24825,31316,704
18671,22/06/2020,Tamil Nadu,59377,25866,32754,757
18672,23/06/2020,Tamil Nadu,62087,27181,34112,794
18673,24/06/2020,Tamil Nadu,64603,28431,35339,833
18674,25/06/2020,Tamil Nadu,67468,28839,37763,866
18675,26/06/2020,Tamil Nadu,70977,30067,39999,911
18676,27/06/2020,Tamil Nadu,74622,32308,41357,957
18677,28/06/2020,Tamil Nadu,78335,33216,44094,1025
18678,29/06/2020,Tamil Nadu,82275,35659,45537,1079
