S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
8718,31/12/2020,Jammu and Kashmir,120744,3034,115830,1880
8719,03/01/2021,Jammu and Kashmir,121471,2999,116587,1885
8720,04/01/2021,Jammu and Kashmir,121653,2975,116792,1886
8721,05/01/2021,Jammu and Kashmir,121786,2684,117211,1891
8722,06/01/2021,Jammu and Kashmir,121923,2600,117426,1897
8723,07/01/2021,Jammu and Kashmir,122049,2459,117690,1900
8724,08/01/2021,Jammu and Kashmir,122176,2396,117877,1903
8725,09/01/2021,Jammu and Kashmir,122303,2241,118155,1907
8726,10/01/2021,Jammu and Kashmir,122425,2094,118422,1909
8727,11/01/2021,Jammu and Kashmir,122538,2011,118617,1910
8728,12/01/2021,Jammu and Kashmir,122651,1768,118972,1911
8729,13/01/2021,Jammu and Kashmir,122764,1682,119170,1912
8730,14/01/2021,Jammu and Kashmir,122885,1629,119344,1912
8731,15/01/2021,Jammu and Kashmir,122964,1468,119581,1915
8732,16/01/2021,Jammu and Kashmir,123108,1428,119760,1920
8733,17/01/2021,Jammu and Kashmir,123217,1280,120016,1921
8734,18/01/2021,Jammu and Kashmir,123343,1224,120198,1921
8735,19/01/2021,Jammu and Kashmir,123425,1111,120392,1922
8736,20/01/2021,Jammu and Kashmir,123538,1103,120512,1923
8737,21/01/2021,Jammu and Kashmir,123647,1099,120625,1923
8738,22/01/2021,Jammu and Kashmir,123764,1111,120729,1924
8739,23/01/2021,Jammu and Kashmir,123852,1098,120826,1928
8740,24/01/2021,Jammu and Kashmir,123946,1103,120914,1929
8741,25/01/2021,Jammu and Kashmir,124019,1103,120987,1929
8742,27/01/2021,Jammu and Kashmir,124157,1103,121124,1930
8743,28/01/2021,Jammu and Kashmir,124234,1050,121253,1931
8744,29/01/2021,Jammu and Kashmir,124297,963,121402,1932
8745,30/01/2021,Jammu and Kashmir,124373,823,121617,1933
8746,31/01/2021,Jammu and Kashmir,124449,761,121752,1936
8747,01/02/2021,Jammu and Kashmir,124506,748,121822,1936
8748,02/02/2021,Jammu and Kashmir,124550,709,121905,1936
8749,03/02/2021,Jammu and Kashmir,124594,668,121988,1938
8750,04/02/2021,Jammu and Kashmir,124659,669,122049,1941
8751,05/02/2021,Jammu and Kashmir,124719,652,122124,1943
8752,06/02/2021,Jammu and Kashmir,124785,654,122187,1944
8753,07/02/2021,Jammu and Kashmir,124850,631,122275,1944
8754,08/02/2021,Jammu and Kashmir,124909,630,122335,1944
8755,09/02/2021,Jammu and Kashmir,124952,593,122415,1944
8756,10/02/2021,Jammu and Kashmir,125007,593,122470,1944
8757,11/02/2021,Jammu and Kashmir,125052,605,122502,1945
8758,12/02/2021,Jammu and Kashmir,125117,628,122542,1947
8759,13/02/2021,Jammu and Kashmir,125208,634,122626,1948
8760,14/02/2021,Jammu and Kashmir,125268,616,122703,1949
8761,15/02/2021,Jammu and Kashmir,125341,622,122768,1951
8762,16/02/2021,Jammu and Kashmir,125405,617,122837,1951
8763,17/02/2021,Jammu and Kashmir,125463,629,122883,1951
8764,18/02/2021,Jammu and Kashmir,125547,657,122939,1951
8765,19/02/2021,Jammu and Kashmir,125634,688,122992,1954
8766,20/02/2021,Jammu and Kashmir,125715,702,123059,1954
8767,21/02/2021,Jammu and Kashmir,125783,700,123129,1954
8768,22/02/2021,Jammu and Kashmir,125867,721,123192,1954
8769,23/02/2021,Jammu and Kashmir,125925,735,123236,1954
8770,24/02/2021,Jammu and Kashmir,126019,766,123298,1955
8771,25/02/2021,Jammu and Kashmir,126093,771,123367,1955
8772,26/02/2021,Jammu and Kashmir,126201,820,123426,1955
8773,27/02/2021,Jammu and Kashmir,126286,803,123527,1956
8774,01/03/2021,Jammu and Kashmir,126441,823,123661,1957
8775,02/03/2021,Jammu and Kashmir,126504,829,123717,1958
8776,03/03/2021,Jammu and Kashmir,126589,820,123811,1958
8777,04/03/2021,Jammu and Kashmir,126693,875,123860,1958
8778,06/03/2021,Jammu and Kashmir,126853,891,124002,1960
8779,07/03/2021,Jammu and Kashmir,126932,882,124089,1961
8780,08/03/2021,Jammu and Kashmir,127044,892,124190,1962
8781,09/03/2021,Jammu and Kashmir,127114,871,124280,1963
8782,10/03/2021,Jammu and Kashmir,127191,859,124367,1965
8783,11/03/2021,Jammu and Kashmir,127288,899,124421,1968
8784,13/03/2021,Jammu and Kashmir,127436,887,124578,1971
8785,14/03/2021,Jammu and Kashmir,127535,881,124680,1974
8786,15/03/2021,Jammu and Kashmir,127640,920,124746,1974
8787,16/03/2021,Jammu and Kashmir,127734,937,124823,1974
8788,17/03/2021,Jammu and Kashmir,127831,973,124882,1976
8789,18/03/2021,Jammu and Kashmir,127957,1008,124972,1977
8790,19/03/2021,Jammu and Kashmir,128097,1073,125046,1978
8791,20/03/2021,Jammu and Kashmir,128249,1152,125118,1979
8792,21/03/2021,Jammu and Kashmir,128389,1191,125218,1980
8793,22/03/2021,Jammu and Kashmir,128547,1290,125276,1981
8794,23/03/2021,Jammu and Kashmir,128679,1336,125362,1981
8795,24/03/2021,Jammu and Kashmir,128836,1410,125443,1983
8796,25/03/2021,Jammu and Kashmir,129031,1513,125535,1983
8797,27/03/2021,Jammu and Kashmir,129413,1681,125748,1984
8798,28/03/2021,Jammu and Kashmir,129684,1813,125886,1985
8799,29/03/2021,Jammu and Kashmir,129993,2001,126003,1989
8800,30/03/2021,Jammu and Kashmir,130228,2110,126129,1989
8801,31/03/2021,Jammu and Kashmir,130587,2293,126304,1990
8802,01/04/2021,Jammu and Kashmir,130960,2531,126435,1994
8803,02/04/2021,Jammu and Kashmir,131421,2874,126549,1998
8804,03/04/2021,Jammu and Kashmir,131938,3215,126720,2003
8805,04/04/2021,Jammu and Kashmir,132439,3574,126860,2005
8806,05/04/2021,Jammu and Kashmir,133012,3955,127049,2008
8807,06/04/2021,Jammu and Kashmir,133454,4154,127290,2010
8808,07/04/2021,Jammu and Kashmir,134015,4483,127520,2012
8809,08/04/2021,Jammu and Kashmir,134827,5035,127774,2018
8810,09/04/2021,Jammu and Kashmir,135662,5623,128020,2019
8811,10/04/2021,Jammu and Kashmir,136470,6115,128332,2023
8812,11/04/2021,Jammu and Kashmir,137475,6755,128691,2029
8813,12/04/2021,Jammu and Kashmir,138390,7335,129021,2034
8814,13/04/2021,Jammu and Kashmir,139381,7908,129439,2034
8815,14/04/2021,Jammu and Kashmir,140650,8681,129932,2037
8816,15/04/2021,Jammu and Kashmir,141736,9390,130304,2042
8817,16/04/2021,Jammu and Kashmir,142877,10040,130791,2046
8818,17/04/2021,Jammu and Kashmir,144021,10620,131353,2048
8819,18/04/2021,Jammu and Kashmir,145166,10910,132205,2051
8820,19/04/2021,Jammu and Kashmir,146692,11467,133168,2057
8821,20/04/2021,Jammu and Kashmir,148208,12164,133981,2063
8822,21/04/2021,Jammu and Kashmir,150238,13470,134697,2071
8823,22/04/2021,Jammu and Kashmir,152442,14928,135430,2084
8824,23/04/2021,Jammu and Kashmir,154407,16094,136221,2092
8825,24/04/2021,Jammu and Kashmir,156344,16993,137240,2111
8826,25/04/2021,Jammu and Kashmir,158374,18064,138184,2126
8827,26/04/2021,Jammu and Kashmir,160755,19558,139050,2147
8828,27/04/2021,Jammu and Kashmir,162890,20601,140117,2172
8829,28/04/2021,Jammu and Kashmir,166054,22283,141574,2197
8830,29/04/2021,Jammu and Kashmir,169077,24313,142537,2227
8831,30/04/2021,Jammu and Kashmir,172551,26144,144154,2253
8832,01/05/2021,Jammu and Kashmir,176083,28359,145441,2283
8833,02/05/2021,Jammu and Kashmir,179915,30343,147242,2330
8834,03/05/2021,Jammu and Kashmir,183486,32421,148695,2370
8835,04/05/2021,Jammu and Kashmir,187219,34567,150231,2421
8836,05/05/2021,Jammu and Kashmir,191869,37302,152109,2458
8837,06/05/2021,Jammu and Kashmir,196585,39628,154447,2510
8838,07/05/2021,Jammu and Kashmir,201511,41666,157283,2562
8839,08/05/2021,Jammu and Kashmir,206954,44307,160035,2612
8840,09/05/2021,Jammu and Kashmir,211742,46535,162535,2672
8841,10/05/2021,Jammu and Kashmir,216932,49248,164958,2726
8842,11/05/2021,Jammu and Kashmir,220546,49951,167813,2782
8843,12/05/2021,Jammu and Kashmir,224898,50701,171350,2847
8844,13/05/2021,Jammu and Kashmir,229407,51542,174953,2912
8845,14/05/2021,Jammu and Kashmir,229407,51542,174953,2912
8846,15/05/2021,Jammu and Kashmir,233763,52848,177948,2967
8847,16/05/2021,Jammu and Kashmir,240467,51475,185902,3090
8848,17/05/2021,Jammu and Kashmir,244608,51623,189836,3149
8849,18/05/2021,Jammu and Kashmir,247952,50852,193878,3222
8850,19/05/2021,Jammu and Kashmir,251919,50925,197701,3293
8851,20/05/2021,Jammu and Kashmir,255888,50494,202039,3355
8852,21/05/2021,Jammu and Kashmir,260057,50554,206081,3422
8853,22/05/2021,Jammu and Kashmir,263905,49893,210547,3465
8854,23/05/2021,Jammu and Kashmir,267313,49136,214664,3513
8855,24/05/2021,Jammu and Kashmir,270621,47437,219620,3564
8856,25/05/2021,Jammu and Kashmir,272858,45630,223619,3609
8857,26/05/2021,Jammu and Kashmir,275822,44918,227242,3662
8858,27/05/2021,Jammu and Kashmir,278859,43892,231265,3702
8859,28/05/2021,Jammu and Kashmir,281628,42272,235617,3739
8860,30/05/2021,Jammu and Kashmir,286684,39255,243588,3841
8861,31/05/2021,Jammu and Kashmir,288940,37677,247393,3870
8862,01/06/2021,Jammu and Kashmir,290465,35095,251463,3907
8863,02/06/2021,Jammu and Kashmir,292360,33276,255145,3939
8864,03/06/2021,Jammu and Kashmir,294078,31579,258536,3963
8865,04/06/2021,Jammu and Kashmir,295879,30657,261230,3992
8866,05/06/2021,Jammu and Kashmir,297602,29615,263961,4026
8867,06/06/2021,Jammu and Kashmir,299050,28423,266576,4051
8868,07/06/2021,Jammu and Kashmir,300490,26741,269675,4074
8869,08/06/2021,Jammu and Kashmir,301467,23524,273853,4090
8870,09/06/2021,Jammu and Kashmir,302651,21817,276733,4101
8871,10/06/2021,Jammu and Kashmir,303749,19852,279779,4118
8872,11/06/2021,Jammu and Kashmir,304866,18581,282142,4143
8873,12/06/2021,Jammu and Kashmir,305772,17585,284027,4160
8874,13/06/2021,Jammu and Kashmir,306638,16284,286180,4174
8875,14/06/2021,Jammu and Kashmir,307412,15081,288145,4186
8876,15/06/2021,Jammu and Kashmir,308011,13532,290284,4195
8877,16/06/2021,Jammu and Kashmir,308726,12407,292114,4205
8878,17/06/2021,Jammu and Kashmir,309361,11381,293763,4217
8879,18/06/2021,Jammu and Kashmir,310017,10602,295189,4226
8880,19/06/2021,Jammu and Kashmir,310688,10094,296360,4234
8881,20/06/2021,Jammu and Kashmir,311209,9414,297557,4238
8882,21/06/2021,Jammu and Kashmir,311794,8631,298911,4252
8883,22/06/2021,Jammu and Kashmir,312156,7759,300135,4262
8884,23/06/2021,Jammu and Kashmir,312584,7181,301134,4269
8885,25/06/2021,Jammu and Kashmir,313476,6537,302655,4284
8886,26/06/2021,Jammu and Kashmir,313974,6157,303526,4291
8887,27/06/2021,Jammu and Kashmir,314316,5630,304390,4296
8888,28/06/2021,Jammu and Kashmir,314731,5292,305135,4304
8889,29/06/2021,Jammu and Kashmir,314990,4996,305684,4310
8890,30/06/2021,Jammu and Kashmir,315298,4805,306177,4316
8891,01/07/2021,Jammu and Kashmir,315662,4600,306739,4323
8892,02/07/2021,Jammu and Kashmir,315960,4321,307312,4327
8893,03/07/2021,Jammu and Kashmir,316291,4209,307749,4333
8894,04/07/2021,Jammu and Kashmir,316629,4048,308246,4335
8895,05/07/2021,Jammu and Kashmir,316976,3967,308672,4337
8896,06/07/2021,Jammu and Kashmir,317250,3774,309133,4343
8897,07/07/2021,Jammu and Kashmir,317481,3582,309554,4345
8898,08/07/2021,Jammu and Kashmir,317761,3439,309973,4349
8899,09/07/2021,Jammu and Kashmir,318023,3344,310326,4353
8900,10/07/2021,Jammu and Kashmir,318284,3300,310630,4354
8901,11/07/2021,Jammu and Kashmir,318469,3128,310985,4356
8902,12/07/2021,Jammu and Kashmir,318693,3002,311334,4357
8903,13/07/2021,Jammu and Kashmir,318848,2709,311782,4357
8904,14/07/2021,Jammu and Kashmir,318991,2435,312198,4358
8905,15/07/2021,Jammu and Kashmir,319152,2236,312556,4360
8906,16/07/2021,Jammu and Kashmir,319355,2104,312890,4361
8907,17/07/2021,Jammu and Kashmir,319576,2116,313098,4362
8908,18/07/2021,Jammu and Kashmir,319755,2017,313375,4363
8909,19/07/2021,Jammu and Kashmir,319901,1919,313618,4364
8910,21/07/2021,Jammu and Kashmir,320112,1634,314107,4371
8911,22/07/2021,Jammu and Kashmir,320256,1602,314282,4372
8912,26/07/2021,Jammu and Kashmir,320657,1288,314995,4374
8913,27/07/2021,Jammu and Kashmir,320759,1200,315184,4375
8914,28/07/2021,Jammu and Kashmir,320866,1124,315367,4375
8915,29/07/2021,Jammu and Kashmir,321026,1139,315511,4376
8916,30/07/2021,Jammu and Kashmir,321207,1144,315686,4377
8917,31/07/2021,Jammu and Kashmir,321344,1171,315795,4378
8918,01/08/2021,Jammu and Kashmir,321462,1176,315908,4378
8919,02/08/2021,Jammu and Kashmir,321607,1211,316017,4379
8920,03/08/2021,Jammu and Kashmir,321725,1254,316090,4381
8921,04/08/2021,Jammu and Kashmir,321865,1293,316188,4384
8922,05/08/2021,Jammu and Kashmir,322014,1314,316315,4385
8923,06/08/2021,Jammu and Kashmir,322142,1358,316398,4386
8924,07/08/2021,Jammu and Kashmir,322286,1404,316496,4386
8925,08/08/2021,Jammu and Kashmir,322428,1410,316632,4386
8926,09/08/2021,Jammu and Kashmir,322550,1400,316761,4389
8927,10/08/2021,Jammu and Kashmir,322658,1311,316957,4390
8928,11/08/2021,Jammu and Kashmir,322771,1298,317081,4392
8929,12/08/2021,Jammu and Kashmir,322885,1297,317195,4393
8930,13/08/2021,Jammu and Kashmir,323061,1307,317359,4395
8931,14/08/2021,Jammu and Kashmir,323190,1324,317471,4395
8932,15/08/2021,Jammu and Kashmir,323325,1303,317627,4395
8933,16/08/2021,Jammu and Kashmir,323422,1288,317737,4397
8934,17/08/2021,Jammu and Kashmir,323499,1229,317872,4398
8935,18/08/2021,Jammu and Kashmir,323582,1158,318025,4399
8936,19/08/2021,Jammu and Kashmir,323682,1125,318157,4400
8937,20/08/2021,Jammu and Kashmir,323792,1109,318283,4400
8938,21/08/2021,Jammu and Kashmir,323951,1141,318409,4401
8939,22/08/2021,Jammu and Kashmir,324095,1159,318535,4401
8940,23/08/2021,Jammu and Kashmir,324202,1165,318635,4402
8941,24/08/2021,Jammu and Kashmir,324295,1054,318838,4403
8942,25/08/2021,Jammu and Kashmir,324420,1055,318961,4404
8943,26/08/2021,Jammu and Kashmir,324546,1078,319064,4404
8944,27/08/2021,Jammu and Kashmir,324647,1060,319183,4404
8945,28/08/2021,Jammu and Kashmir,324813,1149,319259,4405
8946,29/08/2021,Jammu and Kashmir,324979,1211,319362,4406
8947,30/08/2021,Jammu and Kashmir,325148,1276,319465,4407
8948,31/08/2021,Jammu and Kashmir,325253,1264,319582,4407
8949,01/09/2021,Jammu and Kashmir,325419,1330,319681,4408
8950,02/09/2021,Jammu and Kashmir,325529,1319,319801,4409
8951,03/09/2021,Jammu and Kashmir,325618,1320,319889,4409
8952,04/09/2021,Jammu and Kashmir,325714,1380,319925,4409
8953,05/09/2021,Jammu and Kashmir,325830,1327,320093,4410
8954,06/09/2021,Jammu and Kashmir,325940,1322,320208,4410
8955,07/09/2021,Jammu and Kashmir,326310,1251,320648,4411
8956,08/09/2021,Jammu and Kashmir,326159,1264,320485,4410
8957,09/09/2021,Jammu and Kashmir,326310,1251,320648,4411
8958,10/09/2021,Jammu and Kashmir,326653,1294,320948,4411
8959,11/09/2021,Jammu and Kashmir,326799,1301,321086,4412
8960,12/09/2021,Jammu and Kashmir,326799,1301,321086,4412
8961,13/09/2021,Jammu and Kashmir,326904,1285,321205,4414
8962,14/09/2021,Jammu and Kashmir,326990,1247,321329,4414
8963,15/09/2021,Jammu and Kashmir,327140,1325,321401,4414
8964,16/09/2021,Jammu and Kashmir,327296,1349,321532,4415
8965,18/09/2021,Jammu and Kashmir,327621,1440,321765,4416
8966,19/09/2021,Jammu and Kashmir,327773,1479,321878,4416
8967,20/09/2021,Jammu and Kashmir,327941,1493,322032,4416
8968,21/09/2021,Jammu and Kashmir,328069,1461,322191,4417
8969,22/09/2021,Jammu and Kashmir,328214,1450,322345,4419
8970,23/09/2021,Jammu and Kashmir,328418,1536,322463,4419
8971,24/09/2021,Jammu and Kashmir,328590,1617,322554,4419
8972,25/09/2021,Jammu and Kashmir,328738,1605,322713,4420
8973,26/09/2021,Jammu and Kashmir,328881,1563,322897,4421
8974,27/09/2021,Jammu and Kashmir,329008,1514,323072,4422
8975,28/09/2021,Jammu and Kashmir,329125,1513,323190,4422
8976,29/09/2021,Jammu and Kashmir,329220,1420,323378,4422
8977,30/09/2021,Jammu and Kashmir,329320,1388,323510,4422
8978,01/10/2021,Jammu and Kashmir,329430,1345,323663,4422
8979,02/10/2021,Jammu and Kashmir,329563,1339,323801,4423
8980,03/10/2021,Jammu and Kashmir,329687,1294,323969,4424
8981,04/10/2021,Jammu and Kashmir,329789,1201,324164,4424
8982,05/10/2021,Jammu and Kashmir,329889,1157,324308,4424
8983,06/10/2021,Jammu and Kashmir,329991,1074,324493,4424
8984,07/10/2021,Jammu and Kashmir,330118,1065,324627,4426
8985,08/10/2021,Jammu and Kashmir,330252,1090,324736,4426
8986,09/10/2021,Jammu and Kashmir,330352,1099,324827,4426
8987,10/10/2021,Jammu and Kashmir,330434,1100,324908,4426
8988,11/10/2021,Jammu and Kashmir,330533,1091,325016,4426
8989,12/10/2021,Jammu and Kashmir,330586,1049,325111,4426
8990,13/10/2021,Jammu and Kashmir,330666,993,325247,4426
8991,14/10/2021,Jammu and Kashmir,330741,946,325369,4426
8992,15/10/2021,Jammu and Kashmir,330834,935,325473,4426
8993,16/10/2021,Jammu and Kashmir,330885,895,325564,4426
8994,17/10/2021,Jammu and Kashmir,330967,855,325686,4426
8995,18/10/2021,Jammu and Kashmir,331062,843,325793,4426
8996,19/10/2021,Jammu and Kashmir,331137,816,325893,4428
8997,20/10/2021,Jammu and Kashmir,331221,803,325990,4428
8998,21/10/2021,Jammu and Kashmir,331299,800,326070,4429
8999,22/10/2021,Jammu and Kashmir,331386,814,326143,4429
9000,23/10/2021,Jammu and Kashmir,331494,870,326195,4429
9001,24/10/2021,Jammu and Kashmir,331566,862,326275,4429
9002,25/10/2021,Jammu and Kashmir,331638,866,326343,4429
9003,26/10/2021,Jammu and Kashmir,331698,835,326433,4430
9004,27/10/2021,Jammu and Kashmir,331795,854,326510,4431
9005,28/10/2021,Jammu and Kashmir,331865,838,326596,4431
9006,29/10/2021,Jammu and Kashmir,331963,863,326668,4432
9007,30/10/2021,Jammu and Kashmir,332053,872,326749,4432
9008,31/10/2021,Jammu and Kashmir,332154,886,326836,4432
9009,01/11/2021,Jammu and Kashmir,332249,902,326915,4432
9010,02/11/2021,Jammu and Kashmir,332347,899,327012,4436
9011,04/11/2021,Jammu and Kashmir,332556,946,327172,4438
9012,05/11/2021,Jammu and Kashmir,332651,981,327232,4438
9013,06/11/2021,Jammu and Kashmir,332760,1009,327311,4440
9014,07/11/2021,Jammu and Kashmir,332911,1091,327380,4440
9015,08/11/2021,Jammu and Kashmir,333076,1153,327483,4440
9016,09/11/2021,Jammu and Kashmir,333187,1165,327579,4443
9017,10/11/2021,Jammu and Kashmir,333325,1199,327681,4445
9018,11/11/2021,Jammu and Kashmir,333490,1230,327812,4448
9019,12/11/2021,Jammu and Kashmir,333667,1311,327908,4448
9020,14/11/2021,Jammu and Kashmir,334006,1450,328108,4448
9021,15/11/2021,Jammu and Kashmir,334180,1515,328215,4450
9022,16/11/2021,Jammu and Kashmir,334288,1517,328318,4453
9023,17/11/2021,Jammu and Kashmir,334432,1544,328433,4455
9024,18/11/2021,Jammu and Kashmir,334600,1513,328630,4457
9025,19/11/2021,Jammu and Kashmir,328783,-4459,328783,4459
9026,20/11/2021,Jammu and Kashmir,335016,1669,328888,4459
9027,22/11/2021,Jammu and Kashmir,335368,1701,329206,4461
9028,23/11/2021,Jammu and Kashmir,335528,1665,329401,4462
9029,24/11/2021,Jammu and Kashmir,335707,1647,329596,4464
9030,25/11/2021,Jammu and Kashmir,335881,1684,329731,4466
9031,26/11/2021,Jammu and Kashmir,336063,1706,329891,4466
9032,27/11/2021,Jammu and Kashmir,336237,1719,330048,4470
9033,28/11/2021,Jammu and Kashmir,336386,1724,330189,4473
9034,29/11/2021,Jammu and Kashmir,336531,1658,330398,4475
9035,30/11/2021,Jammu and Kashmir,336681,1626,330579,4476
9036,01/12/2021,Jammu and Kashmir,336852,1625,330751,4476
9037,02/12/2021,Jammu and Kashmir,337086,1687,330922,4477
9038,01/01/1970,Jharkhand,348736,93,343505,5138
9039,02/04/2020,Jharkhand,1,1,0,0
9040,03/04/2020,Jharkhand,2,2,0,0
9041,04/04/2020,Jharkhand,2,2,0,0
9042,05/04/2020,Jharkhand,2,2,0,0
9043,06/04/2020,Jharkhand,3,3,0,0
9044,07/04/2020,Jharkhand,4,4,0,0
9045,08/04/2020,Jharkhand,4,4,0,0
9046,09/04/2020,Jharkhand,4,4,0,0
9047,10/04/2020,Jharkhand,13,12,0,1
9048,11/04/2020,Jharkhand,14,13,0,1
9049,12/04/2020,Jharkhand,17,16,0,1
9050,13/04/2020,Jharkhand,19,17,0,2
9051,14/04/2020,Jharkhand,24,22,0,2
9052,15/04/2020,Jharkhand,27,25,0,2
9053,16/04/2020,Jharkhand,28,26,0,2
9054,17/04/2020,Jharkhand,28,26,0,2
9055,18/04/2020,Jharkhand,33,31,0,2
9056,19/04/2020,Jharkhand,34,32,0,2
9057,20/04/2020,Jharkhand,42,40,0,2
9058,21/04/2020,Jharkhand,46,44,0,2
9059,22/04/2020,Jharkhand,45,42,0,3
9060,23/04/2020,Jharkhand,49,38,8,3
9061,24/04/2020,Jharkhand,53,42,8,3
9062,25/04/2020,Jharkhand,57,46,8,3
9063,26/04/2020,Jharkhand,67,51,13,3
9064,27/04/2020,Jharkhand,82,66,13,3
9065,28/04/2020,Jharkhand,82,66,13,3
9066,29/04/2020,Jharkhand,103,83,17,3
9067,30/04/2020,Jharkhand,107,85,19,3
9068,01/05/2020,Jharkhand,109,86,20,3
9069,02/05/2020,Jharkhand,111,88,20,3
9070,03/05/2020,Jharkhand,115,90,22,3
9071,04/05/2020,Jharkhand,115,90,22,3
9072,05/05/2020,Jharkhand,115,85,27,3
9073,06/05/2020,Jharkhand,125,89,33,3
9074,07/05/2020,Jharkhand,127,87,37,3
9075,08/05/2020,Jharkhand,132,88,41,3
9076,09/05/2020,Jharkhand,132,77,52,3
9077,10/05/2020,Jharkhand,156,75,78,3
9078,11/05/2020,Jharkhand,157,76,78,3
9079,12/05/2020,Jharkhand,160,79,78,3
9080,13/05/2020,Jharkhand,172,90,79,3
9081,14/05/2020,Jharkhand,173,91,79,3
9082,15/05/2020,Jharkhand,197,107,87,3
9083,16/05/2020,Jharkhand,203,113,87,3
9084,17/05/2020,Jharkhand,217,101,113,3
9085,18/05/2020,Jharkhand,223,107,113,3
9086,19/05/2020,Jharkhand,223,107,113,3
9087,20/05/2020,Jharkhand,231,101,127,3
9088,21/05/2020,Jharkhand,231,101,127,3
9089,22/05/2020,Jharkhand,290,158,129,3
9090,23/05/2020,Jharkhand,308,169,136,3
9091,24/05/2020,Jharkhand,350,205,141,4
9092,25/05/2020,Jharkhand,370,218,148,4
9093,26/05/2020,Jharkhand,377,225,148,4
9094,27/05/2020,Jharkhand,426,247,175,4
9095,28/05/2020,Jharkhand,448,259,185,4
9096,29/05/2020,Jharkhand,469,253,212,4
9097,30/05/2020,Jharkhand,511,290,216,5
9098,31/05/2020,Jharkhand,563,302,256,5
9099,01/06/2020,Jharkhand,610,349,256,5
9100,02/06/2020,Jharkhand,659,358,296,5
9101,03/06/2020,Jharkhand,712,387,320,5
9102,04/06/2020,Jharkhand,752,426,321,5
9103,05/06/2020,Jharkhand,793,433,354,6
9104,06/06/2020,Jharkhand,881,464,410,7
9105,07/06/2020,Jharkhand,1000,520,473,7
9106,08/06/2020,Jharkhand,1099,602,490,7
9107,09/06/2020,Jharkhand,1256,730,519,7
9108,10/06/2020,Jharkhand,1411,844,559,8
9109,11/06/2020,Jharkhand,1489,889,592,8
9110,12/06/2020,Jharkhand,1599,961,630,8
9111,13/06/2020,Jharkhand,1617,937,672,8
9112,14/06/2020,Jharkhand,1711,887,816,8
9113,15/06/2020,Jharkhand,1745,832,905,8
9114,16/06/2020,Jharkhand,1763,850,905,8
9115,17/06/2020,Jharkhand,1839,709,1121,9
9116,18/06/2020,Jharkhand,1895,734,1151,10
9117,19/06/2020,Jharkhand,1920,711,1198,11
9118,20/06/2020,Jharkhand,1965,622,1332,11
9119,21/06/2020,Jharkhand,1965,619,1335,11
9120,22/06/2020,Jharkhand,2073,656,1406,11
9121,23/06/2020,Jharkhand,2137,657,1469,11
9122,24/06/2020,Jharkhand,2185,654,1520,11
9123,25/06/2020,Jharkhand,2207,626,1570,11
9124,26/06/2020,Jharkhand,2262,645,1605,12
9125,27/06/2020,Jharkhand,2290,635,1643,12
9126,28/06/2020,Jharkhand,2339,603,1724,12
9127,29/06/2020,Jharkhand,2364,559,1793,12
9128,30/06/2020,Jharkhand,2426,566,1845,15
9129,01/07/2020,Jharkhand,2490,591,1884,15
9130,02/07/2020,Jharkhand,2521,575,1931,15
9131,03/07/2020,Jharkhand,2584,586,1983,15
9132,04/07/2020,Jharkhand,2695,679,2001,15
9133,05/07/2020,Jharkhand,2739,687,2035,17
9134,06/07/2020,Jharkhand,2781,717,2045,19
9135,07/07/2020,Jharkhand,2847,759,2068,20
9136,08/07/2020,Jharkhand,2996,870,2104,22
9137,09/07/2020,Jharkhand,3096,904,2170,22
9138,10/07/2020,Jharkhand,3246,1015,2208,23
9139,11/07/2020,Jharkhand,3419,1172,2224,23
9140,12/07/2020,Jharkhand,3613,1347,2243,23
9141,13/07/2020,Jharkhand,3756,1418,2308,30
9142,14/07/2020,Jharkhand,3898,1514,2351,33
9143,15/07/2020,Jharkhand,4091,1628,2427,36
9144,16/07/2020,Jharkhand,4320,1797,2485,38
9145,17/07/2020,Jharkhand,4624,2069,2513,42
9146,18/07/2020,Jharkhand,4921,2305,2570,46
9147,19/07/2020,Jharkhand,5342,2685,2611,46
9148,20/07/2020,Jharkhand,5535,2770,2716,49
9149,21/07/2020,Jharkhand,5756,2893,2810,53
9150,22/07/2020,Jharkhand,6159,3200,2904,55
9151,23/07/2020,Jharkhand,6485,3397,3024,64
9152,24/07/2020,Jharkhand,6975,3734,3174,67
9153,25/07/2020,Jharkhand,7493,4116,3307,70
9154,26/07/2020,Jharkhand,7836,4329,3425,82
9155,27/07/2020,Jharkhand,8275,4486,3704,85
9156,28/07/2020,Jharkhand,8683,4824,3770,89
9157,29/07/2020,Jharkhand,9078,5121,3868,89
9158,30/07/2020,Jharkhand,9861,5728,4035,98
9159,31/07/2020,Jharkhand,10167,5888,4176,103
9160,01/08/2020,Jharkhand,10958,6538,4314,106
9161,02/08/2020,Jharkhand,11686,7060,4513,113
9162,03/08/2020,Jharkhand,12523,7723,4682,118
9163,04/08/2020,Jharkhand,13478,8561,4792,125
9164,05/08/2020,Jharkhand,13940,8648,5164,128
9165,06/08/2020,Jharkhand,14888,9049,5703,136
9166,07/08/2020,Jharkhand,15756,9017,6594,145
9167,08/08/2020,Jharkhand,16465,8923,7391,151
9168,09/08/2020,Jharkhand,17094,8816,8123,155
9169,10/08/2020,Jharkhand,18138,9123,8838,177
